id	name	org	league	gender	birthday	period	birthplace
kawano_takahiro	河野貴大	最高位戦	C3	male	1998/12/20	第47期前期	愛知県豊川市
kono_naoya	河野直也	最高位戦	A2	male	1987/09/06	第34期後期	東京都
kawano_miyuki	河野美幸	最高位戦	D3	male	8月25日	第49期前期	十勝芽室
hanai_yusuke	花井優介	最高位戦	D3	male		第50期前期	
hanamura_miyoko	華村実代子	最高位戦	—	female	4/8	第46期後期	東京都
ebisawa_minoru	海老沢稔	最高位戦	B2	male	2/25	第36期前期	埼玉県越谷市
hirakida_takeshi	開田健仁	最高位戦	C2	male		第42期前期	
kakigi_kentaro	柿木賢太郎	最高位戦	—	male		第36期前期	
kaku_tougen	郭涛源	最高位戦	CHINA ハルピンD /	male		第51期前期	
kakeshita_yutaro	掛下祐太朗	最高位戦	D3	male	9月15日	第50期前期	愛知県美浜町
kasagi_sara	笠置沙羅	最高位戦	—	female		第50期後期	
kajiwara_hiromi	梶原大弥	最高位戦	D3	male		第50期後期	
kajitani_yusuke	梶谷悠介	最高位戦	B2	male	11/9	第42期後期	福岡県福岡市
kajita_kotori	梶田琴理	最高位戦	D2	female	12月4日	第44期後期	福井県
kaji_risako	梶梨沙子	最高位戦	C2	female	5月19日	第45期前期	宮城県仙台市
kasai_issei	葛西一成	最高位戦	D2	male		第48期後期	北海道
kayamori	茅森早香	最高位戦	女流B	female	1985/04/01		北海道苫小牧市
isayama_ryuhei	諌山隆平	最高位戦	C1	male	1995/03/19	第45期前期	愛知県
mayama_ichiro	間山一朗	最高位戦	D2	male		第47期後期	
kan_shikou	関司航	最高位戦	—	male		第51期前期	
maruyama_kanako	丸山奏子	最高位戦	C3	female	8/17	第43期前期	北海道
maruyama_yushi	丸山雄史	最高位戦	D1	male	1983/08/28	第38期前期	千葉県
maruta_hibiki	丸田響	最高位戦	—	male		第43期後期	
iwama_yuki	岩間湧希	最高位戦	—	male	1997/07/22	第47期後期	山梨県
iwasaki_makoto	岩崎真	最高位戦	D3	male	1978/07/05	第39期前期	
iwamatsu_koma	岩松巧磨	最高位戦	D3	male	1998/05/19	第48期後期	愛知県豊田市
noguchi_michiru	岩谷みちる	最高位戦	—	female	8/22	第33期後期	群馬県
iwanami_airi	岩浪愛梨	最高位戦	—	female		第51期前期	
iwasawa_keisuke	岩澤圭佑	最高位戦	B2	male	1989/01/08	第43期後期	千葉県
iwasaki_daisaku	岩﨑大朔	最高位戦	D3	male		第51期前期	
kikuzaki_yoshiyuki	菊崎善幸	最高位戦	D1	male	1968/06/17	第31期前期	北海道
kikuchi_kohei	菊地康平	最高位戦	D2	male	1969/07/15	第49期後期	東京
kikuchi_wataru	菊地済	最高位戦	D3	male	1992年2月12日	第46期後期	栃木県鹿沼市
kikuta_shinji	菊田慎二	最高位戦	D1	male		第46期前期	
yoshimi_mineaki	吉見峰明	最高位戦	D3	male	昭和55年3月21日	第45期前期	兵庫県
yoshimoto_kyohei	吉元恭平	最高位戦	—	male	1992年6月19日	第44期後期	奈良
yoshimura_masatoshi	吉村昌敏	最高位戦	C2	male	1985/08/09	第34期後期	岐阜県
yoshida_aoi	吉田葵	最高位戦	女流A	female	9月17日	第41期前期	富山県
yoshida_kenichiro	吉田健一郎	最高位戦	—	male		第44期後期	
yoshida_wataru	吉田航	最高位戦	D1	male		第48期後期	
yoshida_minoru	吉田稔	最高位戦	D2	male	1975.09.14	第48期後期	大阪府
yoshida_yuto	吉田優人	最高位戦	D3	male		第50期後期	
yoshino_erika	吉野恵里佳	最高位戦	D3	female	11月15日	第50期前期	宮崎県
kusumi_naoto	久住直人	最高位戦	C1	male	1976/10/04	第44期前期	新潟県
matsumoto_yuka	久須田ゆか	最高位戦	D3	female	11/12	第42期前期	
hisada_kenta	久田賢太	最高位戦	B2	male	12月12日	第45期前期	千葉県
kubo_yoshitaka	久保慶宜	最高位戦	D1	male	3月28日	第50期前期	愛知県
kubota_ayaka	久保田絢香	最高位戦	D2	female	12月24日	第41期前期	根室
kuboki_itsumi	久保木愛	最高位戦	—	female		第47期前期	
miyashita_keiichiro	宮下慧一郎	最高位戦	D3	male	1999/08/02	第47期前期	大阪府
miyashita_fumiya	宮下史也	最高位戦	D1	male	1999年6月8日	第47期前期	福井県
miyashita_atsuhisa	宮下敦向	最高位戦	D3	male		第50期後期	広島県
miyashita_hiroynuki	宮下博之	最高位戦	D3	male		第51期前期	
miyazaki_suzu	宮崎鈴	最高位戦	D3	female		第51期前期	
miyagi_nao	宮城菜緒	最高位戦	—	female	3月1日	第47期後期	沖縄
miyakawa_gen	宮川玄	最高位戦	C2	male	1994年2月25日	第41期前期	青森県青森市
miyazoe_koichi	宮副浩一	最高位戦	B1	male	1998/08/13	第44期後期	佐賀県
miyamoto_kouki	宮本光貴	最高位戦	D3	male	2/9	第49期後期	
miyamoto_shu	宮本崇	最高位戦	D3	male		第51期前期	
miyamoto_daisuke	宮本大輔	最高位戦	D1	male		第45期前期	
miyamoto_yuko	宮本祐子	最高位戦	女流A	female	5/27	第31期後期	香川県
miyakuni_kazato	宮國加聖	最高位戦	—	male		第51期前期	
kyo_icho	許偉超	最高位戦	—	male	1993/01/18	第50期後期	上海
hashimoto_toko	橋本柊子	最高位戦	—	female		第43期後期	
hashimoto_sota	橋本颯太	最高位戦	D2	male	1999.11.26	第49期後期	神奈川県
tamamura_naoya	玉村直也	最高位戦	B2	male		第47期後期	
kiryu_miyako	桐生美也子	最高位戦	—	female		第35期前期	群馬
nishikiori_mieko	錦織美枝子	最高位戦	—	female		第50期後期	
nishikiori_yuna	錦織佑那	最高位戦	D3	female	2006/01/28	第50期後期	東京都
kondo_shunsuke	近藤 俊輔	最高位戦	—	male			
kondo_koki	近藤弘基	最高位戦	D3	male		第49期後期	
kondo_hidemine	近藤秀峰	最高位戦	D3	male	1996年1月20日	第47期後期	秋田県秋田市
kondo_seiichi	近藤誠一	最高位戦	A1	male	1963/08/01	第22期	兵庫県尼崎市
kondo_takuji	近藤卓児	最高位戦	D3	male		第50期後期	大阪府
kondo_fuya	近藤楓也	最高位戦	D1	male	1999/07/10	第49期後期	
kaneko_ai	金子愛	最高位戦	—	female	2月14日	第44期前期	東京都
kaneko_kyohei	金子享平	最高位戦	—	male	2003/03/21	第48期後期	新潟県
kaneko_shuka	金子朱香	最高位戦	—	female		第50期後期	
kaneko_masateru	金子正輝	最高位戦	—	male	1956/01/17	第6期	新潟県長岡市
kaneko_michiko	金子美智子	最高位戦	D2	female		第42期前期	新潟県長岡市
kin_shuu	金周	最高位戦	CHINA D	male	2003/07/18	第50期後期	
kanamura_ryuichi	金村龍一	最高位戦	D3	male	1996/07/11	第47期前期	東京都
konno_ryuto	金野龍人	最高位戦	—	male	2月14日	第48期前期	中国
kunoike_yuto	九之池雄登	最高位戦	D3	male	1/4	第49期後期	奈良
kumakawa_ryosuke	熊川凌輔	最高位戦	C3	male	1998/10/22	第47期後期	東京都
kumagai_sachiko	熊谷幸子	最高位戦	D3	female		第46期前期	
kurimaru_riku	栗丸陸	最高位戦	D2	male		第49期前期	
kurimoto_anna	栗本杏奈	最高位戦	D1	female	11/21	第47期前期	
kurimoto_raiga	栗本莉雅	最高位戦	—	male		第51期前期	
kuribayashi_takashi	栗林たかし	最高位戦	D2	male	2003/01/29	第49期後期	神奈川県・横浜市
kuwata_ayaka	桑田彩花	最高位戦	D2	female		第47期後期	
kageyama_natsu	景山夏	最高位戦	D1	female	7/16	第49期後期	東京都
kageyama_yui	景山結	最高位戦	D2	female		第49期後期	東京
karube_takayuki	軽部貴之	最高位戦	D3	male	1978年9月28日	第47期前期	北海道
mukai_kosuke	迎晃輔	最高位戦	D1	male	10/19	第48期前期	東京都
anamizu_ryo	穴水亮	最高位戦	C2	male		第44期前期	
kaneda_haruto	兼田陽斗	最高位戦	—	male	2004/03/26	第50期後期	大阪府東大阪市
motojima_akiko	元島明子	最高位戦	女流B	female	1977/08/23	第36期前期	山口県岩国市
hara_eita	原英多	最高位戦	D3	male	3月20日	第47期前期	横浜市
hara_yoshiaki	原義明	最高位戦	D3	male	1994年2月14日	第48期後期	福岡県
hara_shuhei	原周平	最高位戦	B1	male	1993/08/29	第39期後期	東京
harada_keisuke	原田啓佑	最高位戦	—	male	1992/02/26	第51期前期	山口県下関市
harada_atsushi	原田篤	最高位戦	D3	male		第50期後期	
hara_yusuke	原悠介	最高位戦	C3	male	1987/08/15	第40期前期	千葉県
furuyashiki_jyunya	古屋敷潤也	最高位戦	D3	male		第46期後期	
koga_yasuhiro	古賀靖大	最高位戦	D2	male	8/12	第48期前期	東京都
furuhashi_hiroki	古橋寛樹	最高位戦	D3	male		第47期前期	
furuhashi_tomohiro	古橋知大	最高位戦	D3	male		第50期後期	
furukawa_kenta	古川健太	最高位戦	D3	male	1985年8月25日	第47期前期	愛知県
furukawa_tatsuya	古川達哉	最高位戦	—	male	1990/10/11	第50期前期	福岡県福岡市
furusawa_kaito	古澤魁人	最高位戦	—	male	6月14日	第49期前期	広島
furusawa_takuya	古澤卓也	最高位戦	D2	male	８月１７日	第47期前期	
igarashi_susumu	五十嵐進	最高位戦	D2	male	1990年5月19日	第43期後期	山形県鶴岡市
iomori_takayoshi	五百森正恭	最高位戦	D1	male	5月1日	第49期前期	香川県
goto_sotaro	後藤聡太郎	最高位戦	—	male		第51期前期	
goto_takuya	後藤拓哉	最高位戦	—	male		第48期前期	
goto_tetsuya	後藤哲冶	最高位戦	C3	male	1997/09/24	第47期前期	東京都
goto_yu	後藤悠	最高位戦	B2	male	1998/08/17	第45期後期	東京都
goto_ryushi	後藤隆示	最高位戦	C3	male	11月9日	第44期後期	東京都
mitsunaga_takashi	光永尚詩	最高位戦	C1	male	1991/11/11	第40期後期	熊本県
mitsuhiro_kotaro	光弘航太郎	最高位戦	D2	male	2003/06/13	第49期前期	大阪府
atsumo_kosuke	厚母宏亮	最高位戦	—	male	4月4日	第48期前期	大阪
kudo_hiroki	工藤宏樹	最高位戦	D3	male		第50期前期	
kudo_naoyuki	工藤尚行	最高位戦	C3	male	1997/08/13	第47期前期	札幌
emori_ruriko	江森るり子	最高位戦	—	female	1/5	第30期後期	東京都
mizobuchi_tomoya	溝渕智也	最高位戦	D2	male		第42期後期	新潟県
tsunakawa_takaaki	綱川隆晃	最高位戦	B2	male	9/27	第50期後期	東京都
aramaki_kenji	荒牧謙治	最高位戦	C1	male	１９６６年８月１０日	第45期前期	神奈川県横浜市
aramaki_kentaro	荒牧謙太郎	最高位戦	D3	male	1998/12/21	第50期後期	神奈川県横浜市
araki_tetsuro	荒木徹郎	最高位戦	D3	male		第51期前期	
gao_yunfei	高雲飛	最高位戦	B1	male	1997年1月10日	第50期前期	中国・上海
takaoka_rin	高岡凛	最高位戦	—	female	6月27日	第43期後期	北海道
takahashi_kazuaki	高橋一彰	最高位戦	D3	male		第48期前期	東京都
takahashi_keisuke	高橋佳佑	最高位戦	D1	male	9/1	第47期後期	岩手県
takahashi_akihiro	高橋晃広	最高位戦	D2	male	1992年8月4日	第46期後期	東京都
takahashi_juri	高橋樹里	最高位戦	—	female	1994 0130	第40期後期	大阪
takahashi_shoji	高橋昇司	最高位戦	—	male		第46期前期	
takahashi_seiichi	高橋聖一	最高位戦	D1	male	19960116	第45期後期	千葉県君津市
takahashi_hiroki	高橋大樹	最高位戦	D3	male	1986年9月15日	第49期後期	宮城県仙台市
takahashi_toru	高橋徹	最高位戦	D1	male	11/8	第47期前期	宮城県白石市
takahashi_miki	高橋未希	最高位戦	女流C	female	10月13日	第47期前期	
takahashi_yuma	高橋悠真	最高位戦	—	male		第51期前期	
takahashi_ryotaro	高橋亮太郎	最高位戦	D1	male	6月15日	第44期後期	茨城
takahashi_ryota	高橋遼汰	最高位戦	D1	male	1996年10月30日	第47期前期	香川県
takayama_hironori	高山博愛	最高位戦	D3	female	７月１６日	第50期前期	福岡県
takayama_ryo	高山怜	最高位戦	D3	male	7/18	第50期後期	千葉県
ko_chisu	高芝樹	最高位戦	—	male	9月29日	第49期前期	大阪
kou_shingan	高心顔	最高位戦	女流B	female		第50期後期	
takakura_takuma	高倉拓馬	最高位戦	C3	male	2000/10/17	第45期前期	千葉県野田市
kou_sou	高爽	最高位戦	女流B	female		第50期後期	
takatsu_yuna	高津柚那	最高位戦	B2	female	11/26	第46期前期	愛知県豊橋市
takatsuka_shigeki	高塚茂樹	最高位戦	C1	male	1967/01/04	第37期前期	大阪府
takata_akihiro	高田晃嘉	最高位戦	D3	male		第51期前期	
takashima_kaito	高島魁斗	最高位戦	—	male	1998/01/02	第45期後期	神奈川県
todoroki_yuta	轟雄太	最高位戦	D1	male		第46期後期	
kurokawa_kento	黒河賢人	最高位戦	D3	male	1994年7月28日	第47期前期	東京都
kurokawa_seiji	黒河誠司	最高位戦	C2	male	1993/06/30	第46期前期	東京都
kurokawa_kazuya	黒川和也	最高位戦	B2	male		第44期後期	
imai_shingo	今井伸吾	最高位戦	D2	male	1977/02/22	第46期前期	静岡県
imae_taiga	今江大雅	最高位戦	D3	male		第50期後期	
imanishi_mutsuki	今西むつき	最高位戦	C3	female		第40期前期	
imanishi_yuji	今西祐司	最高位戦	B1	male	1986/02/19	第35期前期	神奈川県
imamura_ayaka	今村彩香	最高位戦	D3	female	1月30日	第43期前期	愛知県
imamura_jumpei	今村順平	最高位戦	A2	male	1979/06/17	第36期後期	和歌山県
imamura_hiroki	今村大樹	最高位戦	C3	male	1999/03/02	第47期前期	
imanaka_masamune	今中正宗	最高位戦	C2	male		第40期前期	
konta_shogo	今田昇吾	最高位戦	C2	male	01/07	第47期後期	東京都
konno_issei	今野一聖	最高位戦	D3	male	1986/08/10	第48期前期	宮崎県
nemoto_takahiko	根元孝彦	最高位戦	D3	male	1984/12/24	第47期後期	札幌市
nemoto_kaori	根本佳織	最高位戦	D3	female	1980/08/02	第27期後期	千葉県
nemoto_go	根本剛	最高位戦	D3	male		第47期前期	
konno_yuki	紺野雄輝	最高位戦	D3	male	1989年7月28日	第47期後期	札幌
sasaki_yasuhiko	佐々木康彦	最高位戦	—	male	1977/01/07	第38期前期	北海道
sasaki_daichi	佐々木大地	最高位戦	—	male	8月9日	第43期後期	北海道留萌市
sasaki_hirofumi	佐々木優文	最高位戦	D2	male		第50期前期	
sasaki_ryota	佐々木亮太	最高位戦	D3	male	1993/12/17	第49期後期	福岡県
sasaki_kai	佐々木櫂	最高位戦	—	male		第43期前期	東京
sakuma_emi	佐久間英美	最高位戦	—	female		第44期前期	
sayama_harunosuke	佐山晴之介	最高位戦	—	male	1993年1月7日	第47期前期	宮城県仙台市
sagami_syunsaku	佐上峻作	最高位戦	—	male	1991年2月25日	第49期後期	大阪
sato_aya	佐藤あや	最高位戦	D3	female		第47期前期	
sato_mei	佐藤芽衣	最高位戦	D3	female	3/6	第47期前期	三重県
sato_takaharu	佐藤貴雅	最高位戦	—	male		第44期前期	
sato_takashi	佐藤崇	最高位戦	A2	male	1978年	第24期	京都府
sato_masatake	佐藤正武	最高位戦	—	male		第42期後期	
sato_ryunosuke	佐藤龍之介	最高位戦	C3	male	5/22	第46期後期	
sato_kousei	佐藤亘晟	最高位戦	D3	male	2004/03/17	第50期前期	千葉県
saeki_nako	佐伯菜子	最高位戦	C1	female		第46期後期	
sano_hinako	佐野ひなこ	最高位戦	D2	female		第49期前期	
sano_shuichi	佐野秀一	最高位戦	—	male	1967/01/24	第24期	新潟県
saga_hiroaki	嵯峨寛彬	最高位戦	C2	male		第44期前期	福井県
saito_yukinobu	斎藤幸伸	最高位戦	—	male	S42年1月23日	第43期後期	
saito_nanaka	斎藤七楓	最高位戦	D3	female	2001/09/15	第50期前期	広島県
saito_konami	斎藤小波	最高位戦	女流A	female	2000/02/18	第48期後期	岩手県
hosokawa_itsuki	細川一樹	最高位戦	D2	male	1998年2月10日	第48期前期	北海道札幌市
sakai_hidetaka	坂井秀隆	最高位戦	A1	male	1985/01/17	第32期後期	千葉県
sakamaki_jyunya	坂巻純也	最高位戦	D3	male	1994/04/06	第49期後期	熊本
sakaguchi_ryoma	坂口遼真	最高位戦	—	male		第51期前期	
sakata_keito	坂田圭人	最高位戦	D2	male		第48期前期	佐賀県
sakabe_haruka	坂部春華	最高位戦	D2	female	2000/03/02	第48期前期	兵庫県
sakamoto_koki	坂本 航樹	最高位戦	—	male			
sakamoto_muneto	坂本宗瞳	最高位戦	B1	female		第37期後期	
sakamoto_masashi	坂本大志	最高位戦	B1	male	1979/10/23	第31期前期	神奈川県
sakamoto_toshihiko	阪元俊彦	最高位戦	D3	male	1952/03/15	第5期	
sakaguchi_yu	阪口悠	最高位戦	—	male		第46期後期	
sakamoto_tatsuro	阪本達郎	最高位戦	D2	male		第48期後期	
sakurai_so	桜井創	最高位戦	D3	male		第47期前期	
sakuraba_fumiya	桜庭郁弥	最高位戦	D2	male	1997/06/23	第49期後期	東京都
miura_kazuki	三浦一輝	最高位戦	D3	male	1992/04/30	第47期前期	兵庫県
miura_daiki	三浦大輝	最高位戦	D3	male	1990/02/27	第48期後期	愛知県
miura_yuki	三浦優貴	最高位戦	—	male	1997年11月14日	第51期前期	大阪府
miura_ryo	三浦亮	最高位戦	D3	male	5月23日	第50期前期	
misaka_kotaro	三坂宏太朗	最高位戦	D3	male	1994/06/15	第45期前期	福岡県
misawa_kyohei	三沢響平	最高位戦	—	male		第51期前期	
mitani_kaito	三谷海人	最高位戦	D3	male	1999年10月21日	第51期前期	秘密❤︎
yamashita_yandy	山下ヤンディー	最高位戦	D3	male	8/8	第50期前期	京都
yamashita_kunio	山下晋央	最高位戦	B2	male		第46期前期	
yamashita_daiki	山下大輝	最高位戦	D2	male	2004/07/04	第50期前期	鹿児島
yamaka_teruki	山家輝生	最高位戦	D2	male	1972/06/30	第36期後期	北海道
yamamoto_kaname	山元要	最高位戦	C3	male	6月19日	第48期前期	大阪府
yamaguchi_maya	山口まや	最高位戦	—	female	2/17	第26期前期	東京都
yamaguchi_koki	山口幸紀	最高位戦	C2	male	1992/02/22	第41期後期	岐阜
yamaguchi_masahiro	山口昌宏	最高位戦	D3	male		第42期後期	
yamaguchi_shota	山口翔太	最高位戦	D3	male	2001年12月16日	第48期前期	東京
yamane_satoshi	山根智史	最高位戦	D2	male		第49期後期	神奈川県
yamazaki_kotatsu	山崎光龍	最高位戦	C3	male		第45期後期	
yamazaki_toshiya	山崎淑弥	最高位戦	B1	male	12/9	第41期後期	東京都
yamasaki_minami	山崎南湖	最高位戦	D3	female	1996/06/17	第50期後期	熊本県
yamashiro_toki	山城智瑚	最高位戦	—	male		第50期前期	
yamashiro_ryohei	山城遼平	最高位戦	D3	male	1998年6月29日	第48期後期	大阪府豊中市
yamase_miyu	山瀬みゆ	最高位戦	D3	female	1997/02/13	第51期前期	
yamamura_hayato	山村勇人	最高位戦	D3	male		第51期前期	千葉
yamatani_shohei	山谷祥平	最高位戦	D3	male	1994年11月3日	第49期前期	福島県
yamanaka_shuntaro	山中俊太朗	最高位戦	—	male		第51期前期	
yamanaka_hokuto	山中北斗	最高位戦	D1	male		第45期後期	
yamanaka_yuhei	山中雄平	最高位戦	—	male		第50期後期	
